study,endpoint,population,age,category_age,duration,category_duration,men_ratio,category_men_ratio,type_exercise,bsln,bsln_adjusted,category_bsln,N_HIIE,Mean_HIIE,SD_HIIE,N_MICT,Mean_MICT,SD_MICT,HIIE,desired_effect
Honkala 2017 (Healthy),HDL,Healthy,47.5,30 - 50 y,2,< 5 weeks,1,> 0.5,Cycling,1.4,1.4,> 1.3 mmol/L,14,-0.2,0.185731287923677,14,-0.0999999999999999,0.189725966173516,SIT,increase
Honkala 2017 (Healthy),LDL,Healthy,47.5,30 - 50 y,2,< 5 weeks,1,> 0.5,Cycling,3.15,3.15,> 3 mmol/L,14,-0.6,0.411680573643651,14,-0.2,0.379451932347032,SIT,decrease
Honkala 2017 (Healthy),Systolic Blood Pressure,Healthy,47.5,30 - 50 y,2,< 5 weeks,1,> 0.5,Cycling,126.0,126.0,120 - 140 mmHg,14,1.0,4.11680573643651,14,3,3.79451932347032,SIT,decrease
Honkala 2017 (Healthy),Total Cholesterol,Healthy,47.5,30 - 50 y,2,< 5 weeks,1,> 0.5,Cycling,4.9,4.9,< 5.2 mmol/L,14,-0.7,0.502714144565937,14,-0.3,0.426883423890411,SIT,decrease
Honkala 2017 (Healthy),Triglycerides,Healthy,47.5,30 - 50 y,2,< 5 weeks,1,> 0.5,Cycling,0.95,0.95,< 1.7 mmol/L,14,-0.1,0.229115871196268,14,-0.2,0.185731287923677,SIT,decrease
Honkala 2017 (Healthy),VO2max,Healthy,47.5,30 - 50 y,2,< 5 weeks,1,> 0.5,Cycling,34.2,20.026270866124,< 30%,14,2.0,1.20498962651137,14,1,1.20498962651137,SIT,increase
Honkala 2017 (T2D),BMI,T2D,47.0,30 - 50 y,2,< 5 weeks,1,> 0.5,Cycling,30.45,30.45,BMI > 30 kg/m²,9,-0.100000000000001,1.35386512544264,7,0,1.20039494972836,SIT,decrease
Honkala 2017 (T2D),Body Fat,T2D,47.0,30 - 50 y,2,< 5 weeks,1,> 0.5,Cycling,28.85,30.45,BMI > 30 kg/m²,9,-1.1,2.31582192509926,7,-0.5,2.05866035490628,SIT,decrease
Honkala 2017 (T2D),Body Mass,T2D,47.0,30 - 50 y,2,< 5 weeks,1,> 0.5,Cycling,96.35,30.45,BMI > 30 kg/m²,9,-0.200000000000003,5.09480823521838,7,-0.0999999999999943,4.65777739243249,SIT,decrease
Honkala 2017 (T2D),Diastolic Blood Pressure,T2D,47.0,30 - 50 y,2,< 5 weeks,1,> 0.5,Cycling,87.5,87.5,80 - 90 mmHg,9,-6.0,3.09232688941882,7,-5,2.86074874202131,SIT,decrease
Honkala 2017 (T2D),Fasting Glucose,T2D,47.0,30 - 50 y,2,< 5 weeks,1,> 0.5,Cycling,7.25,7.25,> 5.6 mmol/L,9,-0.3,0.344199466602042,7,0.2,0.325727189832144,SIT,decrease
Honkala 2017 (T2D),Fasting Insulin,T2D,47.0,30 - 50 y,2,< 5 weeks,1,> 0.5,Cycling,100.7025,100.7025,> 40 pmol/L,9,-0.9,4.34842011070327,7,-1,4.01539778293492,SIT,decrease
Honkala 2017 (T2D),HbA1c,T2D,47.0,30 - 50 y,2,< 5 weeks,1,> 0.5,Cycling,39.7,39.7,< 40 mmol/mol,9,-2.2,2.24805056059074,7,-1.7,2.10499127766299,SIT,decrease
Honkala 2017 (T2D),HDL,T2D,47.0,30 - 50 y,2,< 5 weeks,1,> 0.5,Cycling,1.2,1.2,< 1.3 mmol/L,9,-0.2,0.139511527291526,7,-0.0999999999999999,0.148057813560065,SIT,increase
Honkala 2017 (T2D),LDL,T2D,47.0,30 - 50 y,2,< 5 weeks,1,> 0.5,Cycling,2.75,2.75,< 3 mmol/L,9,-0.2,0.379289339023391,7,-0.2,0.370243225952017,SIT,decrease
Honkala 2017 (T2D),Systolic Blood Pressure,T2D,47.0,30 - 50 y,2,< 5 weeks,1,> 0.5,Cycling,139.5,139.5,120 - 140 mmHg,9,-2.0,3.56280296169117,7,-9,3.44479765432107,SIT,decrease
Honkala 2017 (T2D),Total Cholesterol,T2D,47.0,30 - 50 y,2,< 5 weeks,1,> 0.5,Cycling,4.7,4.7,< 5.2 mmol/L,9,-0.5,0.411397049800399,7,-0.2,0.444173440680196,SIT,decrease
Honkala 2017 (T2D),Triglycerides,T2D,47.0,30 - 50 y,2,< 5 weeks,1,> 0.5,Cycling,1.7,1.7,> 1.7 mmol/L,9,-0.2,0.344199466602042,7,-0.2,0.325727189832144,SIT,decrease
Honkala 2017 (T2D),VO2max,T2D,47.0,30 - 50 y,2,< 5 weeks,1,> 0.5,Cycling,29.45,6.87310842240665,< 30%,9,1.9,1.58839541676498,7,-0.899999999999999,1.69793992826602,SIT,increase
Hovanloo 2013,C-reactive Protein,Healthy,23.5,< 30 y,2,< 5 weeks,0.5,< 0.5,Cycling,0.41745,0.41745,< 2 mg/L,8,-0.03183,0.3477,8,-0.16,0.22,SIT,decrease
Hovanloo 2013,HOMA-IR,Healthy,23.5,< 30 y,2,< 5 weeks,0.5,< 0.5,Cycling,1.475,1.475,< 3,8,-0.53,0.65,8,0.01,0.22,SIT,decrease
Jo 2020,BMI,Metabolic Syndrome,50.85,> 50 y,8,5 - 10 weeks,0.53,> 0.5,Running,24.9,24.9,BMI < 25 kg/m²,17,-0.299999999999997,1.53362316101446,17,-0.5,1.70132301459776,HIIT,decrease
Jo 2020,Body Mass,Metabolic Syndrome,50.85,> 50 y,8,5 - 10 weeks,0.53,> 0.5,Running,67.7,24.9,BMI < 25 kg/m²,17,-0.800000000000011,6.7705243519243,17,-1.09999999999999,6.38748776906852,HIIT,decrease
Jo 2020,Diastolic Blood Pressure,Metabolic Syndrome,50.85,> 50 y,8,5 - 10 weeks,0.53,> 0.5,Running,86.4,86.4,80 - 90 mmHg,17,-7.10000000000001,4.53596737201669,17,-7.80000000000001,4.25464452099115,HIIT,decrease
Jo 2020,Fasting Glucose,Metabolic Syndrome,50.85,> 50 y,8,5 - 10 weeks,0.53,> 0.5,Running,5.60827500560828,5.60827500560828,> 5.6 mmol/L,17,-0.700000000000003,6.38169256545628,17,-0.799999999999997,5.39592438790612,HIIT,decrease
Jo 2020,Flow-mediated Dilation,Metabolic Syndrome,50.85,> 50 y,8,5 - 10 weeks,0.53,> 0.5,Running,7.425,7.425,> 6 %,17,6.1,3.286335345031,17,2.9,3.68457324530264,HIIT,increase
Jo 2020,HDL,Metabolic Syndrome,50.85,> 50 y,8,5 - 10 weeks,0.53,> 0.5,Running,1.22668393782383,1.22668393782383,< 1.3 mmol/L,17,1.40000000000001,4.57449450759316,17,3.1,7.07728761602918,HIIT,increase
Jo 2020,LDL,Metabolic Syndrome,50.85,> 50 y,8,5 - 10 weeks,0.53,> 0.5,Running,2.79015544041451,2.79015544041451,< 3 mmol/L,17,-5.90000000000001,18.768057970925,17,-3.2,17.8052801157409,HIIT,decrease
Jo 2020,Systolic Blood Pressure,Metabolic Syndrome,50.85,> 50 y,8,5 - 10 weeks,0.53,> 0.5,Running,139.15,139.15,120 - 140 mmHg,17,-9.40000000000001,7.92098478725973,17,-10.6,5.93902348875638,HIIT,decrease
Jo 2020,Total Cholesterol,Metabolic Syndrome,50.85,> 50 y,8,5 - 10 weeks,0.53,> 0.5,Running,4.85233160621762,4.85233160621762,< 5.2 mmol/L,17,-25.0,23.1058434167636,17,-7,16.7051189759307,HIIT,decrease
Jo 2020,Triglycerides,Metabolic Syndrome,50.85,> 50 y,8,5 - 10 weeks,0.53,> 0.5,Running,1.81186440677966,1.81186440677966,> 1.7 mmol/L,17,-30.6,43.3619187767331,17,-15.4,17.7316101919707,HIIT,decrease
Keating 2014,Body Fat,Overweight/obese,43.0,30 - 50 y,12,> 10 weeks,0.227272727272727,< 0.5,Cycling,42.35,28.35,BMI 25 - 30 kg/m²,11,-0.5,3.49428104193123,11,-1,4.02119385257662,HIIT,decrease
Keating 2014,Body Mass,Overweight/obese,43.0,30 - 50 y,12,> 10 weeks,0.227272727272727,< 0.5,Cycling,78.4,28.35,BMI 25 - 30 kg/m²,11,0.200000000000003,5.77607132919946,11,-0.799999999999997,3.14642654451046,HIIT,decrease
Keating 2014,C-reactive Protein,Overweight/obese,43.0,30 - 50 y,12,> 10 weeks,0.227272727272727,< 0.5,Cycling,3.7,3.7,> 2 mg/L,11,0.2,2.4863628053846,11,-1.1,3.35618831414449,HIIT,decrease
Keating 2014,Diastolic Blood Pressure,Overweight/obese,43.0,30 - 50 y,12,> 10 weeks,0.227272727272727,< 0.5,Cycling,77.6,77.6,< 80 mmHg,11,-2.89999999999999,4.28088775839778,11,-3.5,4.90815647672321,HIIT,decrease
Keating 2014,Fasting Glucose,Overweight/obese,43.0,30 - 50 y,12,> 10 weeks,0.227272727272727,< 0.5,Cycling,4.35,4.35,< 5.6 mmol/L,11,-0.1,0.419523539268061,11,0.1,0.18165902124585,HIIT,decrease
Keating 2014,Fasting Insulin,Overweight/obese,43.0,30 - 50 y,12,> 10 weeks,0.227272727272727,< 0.5,Cycling,57.6435,57.6435,> 40 pmol/L,11,-0.6,2.0738852427268,11,-0.699999999999999,2.46414285300183,HIIT,decrease
Keating 2014,HDL,Overweight/obese,43.0,30 - 50 y,12,> 10 weeks,0.227272727272727,< 0.5,Cycling,1.55,1.55,> 1.3 mmol/L,11,0.0,0.363318042491699,11,0,0.18165902124585,HIIT,increase
Keating 2014,LDL,Overweight/obese,43.0,30 - 50 y,12,> 10 weeks,0.227272727272727,< 0.5,Cycling,3.25,3.25,> 3 mmol/L,11,0.0,0.363318042491699,11,0.3,0.554977477020464,HIIT,decrease
Keating 2014,Systolic Blood Pressure,Overweight/obese,43.0,30 - 50 y,12,> 10 weeks,0.227272727272727,< 0.5,Cycling,119.5,119.5,< 120 mmHg,11,-5.60000000000001,6.82451463475609,11,-4.3,8.37472387604511,HIIT,decrease
Keating 2014,Total Cholesterol,Overweight/obese,43.0,30 - 50 y,12,> 10 weeks,0.227272727272727,< 0.5,Cycling,5.35,5.35,> 5.2 mmol/L,11,0.0,0.554977477020464,11,0.2,0.554977477020464,HIIT,decrease
Keating 2014,Triglycerides,Overweight/obese,43.0,30 - 50 y,12,> 10 weeks,0.227272727272727,< 0.5,Cycling,1.25,1.25,< 1.7 mmol/L,11,0.0,0.419523539268061,11,-0.0999999999999999,0.419523539268061,HIIT,decrease
Keating 2014,VO2max,Overweight/obese,43.0,30 - 50 y,12,> 10 weeks,0.227272727272727,< 0.5,Cycling,24.65,5.96030621686462,< 30%,11,5.1,2.54322629744189,11,4.3,2.63248931621764,HIIT,increase
Keteyian 2014,Diastolic Blood Pressure,Cardiac Rehabilitation,59.0,> 50 y,10,5 - 10 weeks,0.828205128205128,> 0.5,Running,76.0,76.0,< 80 mmHg,15,-7.0,5.80517010948,13,0,6.43428317685816,HIIT,decrease
Keteyian 2014,Systolic Blood Pressure,Cardiac Rehabilitation,59.0,> 50 y,10,5 - 10 weeks,0.828205128205128,> 0.5,Running,121.0,121.0,120 - 140 mmHg,15,-9.0,9.48683298050514,13,2,14.1703916671347,HIIT,decrease
Keteyian 2014,VO2max,Cardiac Rehabilitation,59.0,> 50 y,10,5 - 10 weeks,0.828205128205128,> 0.5,Running,22.1,2.55822070819002,< 30%,15,3.6,3.21309819333303,13,1.7,2.42487113059643,HIIT,increase
Kim 2015,C-reactive Protein,Cardiac Rehabilitation,58.6,> 50 y,6,5 - 10 weeks,0.785714285714286,> 0.5,Running,1.495,1.495,< 2 mg/L,14,-1.14,3.11916014337193,14,-1.72,1.70770313579381,HIIT,decrease
Kim 2015,HDL,Cardiac Rehabilitation,58.6,> 50 y,6,5 - 10 weeks,0.785714285714286,> 0.5,Running,1.02603626943005,1.02603626943005,< 1.3 mmol/L,14,0.0,4.21725028899163,14,-0.0700000000000003,3.82014528519532,HIIT,increase
Kim 2015,LDL,Cardiac Rehabilitation,58.6,> 50 y,6,5 - 10 weeks,0.785714285714286,> 0.5,Running,3.0550518134715,3.0550518134715,> 3 mmol/L,14,-46.57,14.4589110931633,14,-30.64,25.9637564693555,HIIT,decrease
Kim 2015,Total Cholesterol,Cardiac Rehabilitation,58.6,> 50 y,6,5 - 10 weeks,0.785714285714286,> 0.5,Running,4.63067357512953,4.63067357512953,< 5.2 mmol/L,14,-45.67,24.1298428258454,14,-26.752,32.5318312303504,HIIT,decrease
Kim 2015,Triglycerides,Cardiac Rehabilitation,58.6,> 50 y,6,5 - 10 weeks,0.785714285714286,> 0.5,Running,1.19853107344633,1.19853107344633,< 1.7 mmol/L,14,4.5,27.7122088617995,14,19.79,36.8558228778032,HIIT,decrease
Kim 2015,VO2max,Cardiac Rehabilitation,58.6,> 50 y,6,5 - 10 weeks,0.785714285714286,> 0.5,Running,28.135,10.6895072032101,< 30%,14,6.46,4.20612410658554,14,2.47,4.63299579106219,HIIT,increase
Klonizakis 2014,Body Mass,Healthy,64.0,> 50 y,2,< 5 weeks,0,< 0.5,Cycling,62.65,22.85,BMI < 25 kg/m²,11,-0.299999999999997,3.31511689085016,7,0,7.4222638056054,HIIT,decrease
Klonizakis 2014,Diastolic Blood Pressure,Healthy,64.0,> 50 y,2,< 5 weeks,0,< 0.5,Cycling,69.0,69.0,< 80 mmHg,11,-2.0,2.14476105895272,7,-3,4.72228758124704,HIIT,decrease
Klonizakis 2014,Flow-mediated Dilation,Healthy,64.0,> 50 y,2,< 5 weeks,0,< 0.5,Cycling,8.5,8.5,> 6 %,11,-1.6,4.49911102330227,7,-1.9,4.81154860725734,HIIT,increase
Klonizakis 2014,Systolic Blood Pressure,Healthy,64.0,> 50 y,2,< 5 weeks,0,< 0.5,Cycling,120.5,120.5,120 - 140 mmHg,11,-7.0,8.96660470858396,7,-2,6.91375440697744,HIIT,decrease
Klonizakis 2014,VO2max,Healthy,64.0,> 50 y,2,< 5 weeks,0,< 0.5,Cycling,22.7,9.73371573789021,< 30%,11,2.2,1.80333025261598,7,1.7,3.99849971864448,HIIT,increase
Lira 2017,Fasting Glucose,Healthy,26.36,< 30 y,5,< 5 weeks,1,> 0.5,Running,4.4091975044092,4.4091975044092,< 5.6 mmol/L,10,2.43000000000001,6.65819389924926,10,-0.980000000000004,5.4539502839685,HIIT,decrease
Lunt 2014,BMI,Overweight/obese,49.1,30 - 50 y,12,> 10 weeks,0.444444444444444,< 0.5,Running,32.4,32.5,BMI > 30 kg/m²,9,0.0,1.7632356620713,14,-0.100000000000001,1.86225669551756,HIIT,decrease
Lunt 2014,BMI,Overweight/obese,49.1,30 - 50 y,12,> 10 weeks,0.444444444444444,< 0.5,Running,32.4,32.5,BMI > 30 kg/m²,9,-0.100000000000001,1.58839541676498,14,-0.100000000000001,1.86225669551756,SIT,decrease
Lunt 2014,Body Fat,Overweight/obese,49.1,30 - 50 y,12,> 10 weeks,0.444444444444444,< 0.5,Running,39.7333333333333,32.5,BMI > 30 kg/m²,9,-0.5,3.01860895115614,14,-0.5,2.87715136897592,HIIT,decrease
Lunt 2014,Body Fat,Overweight/obese,49.1,30 - 50 y,12,> 10 weeks,0.444444444444444,< 0.5,Running,39.7333333333333,32.5,BMI > 30 kg/m²,9,-1.1,2.75354317198769,14,-0.5,2.87715136897592,SIT,decrease
Lunt 2014,Diastolic Blood Pressure,Overweight/obese,49.1,30 - 50 y,12,> 10 weeks,0.444444444444444,< 0.5,Running,80.9,80.9,80 - 90 mmHg,9,-3.40000000000001,4.2142615011411,14,-1.90000000000001,7.75164498671088,HIIT,decrease
Lunt 2014,Diastolic Blood Pressure,Overweight/obese,49.1,30 - 50 y,12,> 10 weeks,0.444444444444444,< 0.5,Running,80.9,80.9,80 - 90 mmHg,9,-5.39999999999999,6.06885491670381,14,-1.90000000000001,7.75164498671088,SIT,decrease
Lunt 2014,HDL,Overweight/obese,49.1,30 - 50 y,12,> 10 weeks,0.444444444444444,< 0.5,Running,1.29533678756477,1.29533678756477,< 1.3 mmol/L,9,-1.0,6.3718129288296,14,-2,4.9295030175465,HIIT,increase
Lunt 2014,HDL,Overweight/obese,49.1,30 - 50 y,12,> 10 weeks,0.444444444444444,< 0.5,Running,1.29533678756477,1.29533678756477,< 1.3 mmol/L,9,-2.0,8.0,14,-2,4.9295030175465,SIT,increase
Lunt 2014,HOMA-IR,Overweight/obese,49.1,30 - 50 y,12,> 10 weeks,0.444444444444444,< 0.5,Running,1.33179578133333,1.33179578133333,< 3,9,0.016468412,0.390281949364815,14,-0.133959897,0.389358446678636,HIIT,decrease
Lunt 2014,HOMA-IR,Overweight/obese,49.1,30 - 50 y,12,> 10 weeks,0.444444444444444,< 0.5,Running,1.33179578133333,1.33179578133333,< 3,9,-0.0215641169999998,0.436394317103237,14,-0.133959897,0.389358446678636,SIT,decrease
Lunt 2014,Systolic Blood Pressure,Overweight/obese,49.1,30 - 50 y,12,> 10 weeks,0.444444444444444,< 0.5,Running,127.033333333333,127.033333333333,120 - 140 mmHg,9,-2.90000000000001,7.21858711937454,14,-5.2,11.3964468146875,HIIT,decrease
Lunt 2014,Systolic Blood Pressure,Overweight/obese,49.1,30 - 50 y,12,> 10 weeks,0.444444444444444,< 0.5,Running,127.033333333333,127.033333333333,120 - 140 mmHg,9,-6.5,7.39026386538397,14,-5.2,11.3964468146875,SIT,decrease
Lunt 2014,Total Cholesterol,Overweight/obese,49.1,30 - 50 y,12,> 10 weeks,0.444444444444444,< 0.5,Running,5.59585492227979,5.59585492227979,> 5.2 mmol/L,9,-1.0,22.6185764361951,14,-16,19.5524934471284,HIIT,decrease
Lunt 2014,Total Cholesterol,Overweight/obese,49.1,30 - 50 y,12,> 10 weeks,0.444444444444444,< 0.5,Running,5.59585492227979,5.59585492227979,> 5.2 mmol/L,9,-7.0,30.0316499713219,14,-16,19.5524934471284,SIT,decrease
Lunt 2014,Triglycerides,Overweight/obese,49.1,30 - 50 y,12,> 10 weeks,0.444444444444444,< 0.5,Running,0.772128060263653,0.772128060263653,< 1.7 mmol/L,9,-1.0,31.3464511547958,14,-6,17.9610690105016,HIIT,decrease
Lunt 2014,Triglycerides,Overweight/obese,49.1,30 - 50 y,12,> 10 weeks,0.444444444444444,< 0.5,Running,0.772128060263653,0.772128060263653,< 1.7 mmol/L,9,8.0,20.4743742273116,14,-6,17.9610690105016,SIT,decrease
Lunt 2014,VO2max,Overweight/obese,49.1,30 - 50 y,12,> 10 weeks,0.444444444444444,< 0.5,Running,25.2333333333333,9.01478285130732,< 30%,9,1.4,2.6290682760248,14,-1.3,2.93496166925566,HIIT,increase
Lunt 2014,VO2max,Overweight/obese,49.1,30 - 50 y,12,> 10 weeks,0.444444444444444,< 0.5,Running,25.2333333333333,9.01478285130732,< 30%,9,0.199999999999999,1.79332094171679,14,-1.3,2.93496166925566,SIT,increase
Macpherson 2011,Body Fat,Healthy,23.6,< 30 y,6,5 - 10 weeks,0.6,> 0.5,Cycling,19.6,24.7,BMI < 25 kg/m²,10,-1.8,3.84551687033096,10,-1.1,5.18083004932607,SIT,decrease
Macpherson 2011,Body Mass,Healthy,23.6,< 30 y,6,5 - 10 weeks,0.6,> 0.5,Cycling,72.4,24.7,BMI < 25 kg/m²,10,-1.09999999999999,7.94732659452221,10,-0.299999999999997,5.10832653615644,SIT,decrease
Macpherson 2011,VO2max,Healthy,23.6,< 30 y,6,5 - 10 weeks,0.6,> 0.5,Cycling,45.4,57.4481206213417,30 - 60%,10,5.40000000000001,3.45036229981722,10,5.5,4.78946761133218,SIT,increase
Madssen 2014,BMI,Cardiac Rehabilitation,58.0,> 50 y,12,> 10 weeks,0.823809523809524,> 0.5,Running,26.8,26.8,BMI 25 - 30 kg/m²,15,0.0999999999999979,1.95281740486222,21,0,2.23605679947165,HIIT,decrease
Madssen 2014,C-reactive Protein,Cardiac Rehabilitation,58.0,> 50 y,12,> 10 weeks,0.823809523809524,> 0.5,Running,3.205,3.205,> 2 mg/L,15,-1.25,2.45708984282974,21,-0.13,1.58948002450141,HIIT,decrease
Madssen 2014,Fasting Glucose,Cardiac Rehabilitation,58.0,> 50 y,12,> 10 weeks,0.823809523809524,> 0.5,Running,6.1,6.1,> 5.6 mmol/L,15,-0.15,0.809579593719055,21,0.0500000000000007,0.463428735119417,HIIT,decrease
Madssen 2014,Flow-mediated Dilation,Cardiac Rehabilitation,58.0,> 50 y,12,> 10 weeks,0.823809523809524,> 0.5,Running,10.375,10.375,> 6 %,15,3.35,4.57789338407402,21,5.1,9.09193412845448,HIIT,increase
Madssen 2014,HbA1c,Cardiac Rehabilitation,58.0,> 50 y,12,> 10 weeks,0.823809523809524,> 0.5,Running,40.4405,40.4405,> 40 mmol/mol,15,0.0,0.827506038212552,21,-0.1,0.300817840659209,HIIT,decrease
Madssen 2014,HDL,Cardiac Rehabilitation,58.0,> 50 y,12,> 10 weeks,0.823809523809524,> 0.5,Running,1.25,1.25,< 1.3 mmol/L,15,0.05,0.193646853314403,21,0.0999999999999999,0.240654272527367,HIIT,increase
Madssen 2014,LDL,Cardiac Rehabilitation,58.0,> 50 y,12,> 10 weeks,0.823809523809524,> 0.5,Running,2.45,2.45,< 3 mmol/L,15,-0.15,0.28551670855916,21,-0.1,0.320245046321383,HIIT,decrease
Madssen 2014,Total Cholesterol,Cardiac Rehabilitation,58.0,> 50 y,12,> 10 weeks,0.823809523809524,> 0.5,Running,4.3,4.3,< 5.2 mmol/L,15,0.0,0.477760833918058,21,0.0499999999999998,0.290617644064518,HIIT,decrease
Madssen 2014,Triglycerides,Cardiac Rehabilitation,58.0,> 50 y,12,> 10 weeks,0.823809523809524,> 0.5,Running,1.325,1.325,< 1.7 mmol/L,15,-0.0499999999999998,0.494529445634302,21,0.15,0.503364525095714,HIIT,decrease
Madssen 2014,VO2max,Cardiac Rehabilitation,58.0,> 50 y,12,> 10 weeks,0.823809523809524,> 0.5,Running,31.075,19.4988689768884,< 30%,15,3.55,2.66648760720397,21,1.65,3.7617067501867,HIIT,increase
Maillard 2016,BMI,T2D,69.2,> 50 y,16,> 10 weeks,0,< 0.5,Cycling,31.15,31.15,BMI > 30 kg/m²,8,-0.200000000000003,2.57060304208954,8,0.199999999999999,1.95550504985285,HIIT,decrease
Maillard 2016,Body Fat,T2D,69.2,> 50 y,16,> 10 weeks,0,< 0.5,Cycling,37.05,31.15,BMI > 30 kg/m²,8,-1.0,2.5377155080899,8,-1.2,2.01395134002786,HIIT,decrease
Maillard 2016,Body Mass,T2D,69.2,> 50 y,16,> 10 weeks,0,< 0.5,Cycling,76.7,31.15,BMI > 30 kg/m²,8,-0.0999999999999943,8.05580536011143,8,0.599999999999994,5.35163526410386,HIIT,decrease
Maillard 2016,Fasting Glucose,T2D,69.2,> 50 y,16,> 10 weeks,0,< 0.5,Cycling,9.05,9.05,> 5.6 mmol/L,8,0.300000000000001,1.1933147112141,8,0.4,1.76861527755473,HIIT,decrease
Maillard 2016,HbA1c,T2D,69.2,> 50 y,16,> 10 weeks,0,< 0.5,Cycling,58.475,58.475,> 40 mmol/mol,8,-0.1,0.46475800154489,8,-0.199999999999999,0.46475800154489,HIIT,decrease
Maillard 2016,HDL,T2D,69.2,> 50 y,16,> 10 weeks,0,< 0.5,Cycling,1.45,1.45,> 1.3 mmol/L,8,0.0999999999999999,0.154919333848297,8,0.0999999999999999,0.357770876399966,HIIT,increase
Maillard 2016,LDL,T2D,69.2,> 50 y,16,> 10 weeks,0,< 0.5,Cycling,2.5,2.5,< 3 mmol/L,8,0.1,0.46475800154489,8,-0.2,0.473286382647969,HIIT,decrease
Maillard 2016,Total Cholesterol,T2D,69.2,> 50 y,16,> 10 weeks,0,< 0.5,Cycling,4.65,4.65,< 5.2 mmol/L,8,-0.0999999999999996,0.824621125123532,8,-0.2,0.46475800154489,HIIT,decrease
Maillard 2016,Triglycerides,T2D,69.2,> 50 y,16,> 10 weeks,0,< 0.5,Cycling,1.5,1.5,< 1.7 mmol/L,8,0.0,0.824621125123532,8,-0.1,0.154919333848297,HIIT,decrease
Martins 2016,Body Mass,Overweight/obese,33.45,30 - 50 y,12,> 10 weeks,0.5,< 0.5,Cycling,99.3,33.25,BMI > 30 kg/m²,16,-1.3,2.1,14,-0.8,3.2,SIT,decrease
Martins 2016,VO2max,Overweight/obese,33.45,30 - 50 y,12,> 10 weeks,0.5,< 0.5,Cycling,31.1,5.63888497695533,< 30%,16,2.8,2.6,14,2.9,2.9,SIT,increase
Matsuo 2014,BMI,Healthy,29.2,< 30 y,8,5 - 10 weeks,1,> 0.5,Cycling,21.85,21.85,BMI < 25 kg/m²,13,0.100000000000001,0.963327566303384,13,-0.300000000000001,1.15021737076085,HIIT,decrease
Matsuo 2014,Body Fat,Healthy,29.2,< 30 y,8,5 - 10 weeks,1,> 0.5,Cycling,17.9,21.85,BMI < 25 kg/m²,13,-0.199999999999999,2.68737790420328,13,-1.1,4.16569321962144,HIIT,decrease
Matsuo 2014,Body Mass,Healthy,29.2,< 30 y,8,5 - 10 weeks,1,> 0.5,Cycling,65.35,21.85,BMI < 25 kg/m²,13,0.200000000000003,2.71293199325011,13,-0.900000000000006,4.10791918128875,HIIT,decrease
Matsuo 2014,Diastolic Blood Pressure,Healthy,29.2,< 30 y,8,5 - 10 weeks,1,> 0.5,Cycling,74.5,74.5,< 80 mmHg,13,-6.0,4.72228758124704,13,-3,9.58123165360279,HIIT,decrease
Matsuo 2014,Systolic Blood Pressure,Healthy,29.2,< 30 y,8,5 - 10 weeks,1,> 0.5,Cycling,114.5,114.5,< 120 mmHg,13,-3.0,5.8309518948453,13,-2,5.80517010948,HIIT,decrease
Matsuo 2014,VO2max,Healthy,29.2,< 30 y,8,5 - 10 weeks,1,> 0.5,Cycling,40.0,30.6401412913382,30 - 60%,13,8.6,4.65467506921804,13,5.4,4.54422710700071,HIIT,increase
Matsuo 2015,Body Fat,Metabolic Syndrome,47.5,30 - 50 y,8,5 - 10 weeks,1,> 0.5,Cycling,25.1,27.5,BMI 25 - 30 kg/m²,12,-0.599999999999998,2.96951174437819,12,-0.399999999999999,2.05621010599598,HIIT,decrease
Matsuo 2015,Body Mass,Metabolic Syndrome,47.5,30 - 50 y,8,5 - 10 weeks,1,> 0.5,Cycling,81.9,27.5,BMI 25 - 30 kg/m²,12,-0.900000000000006,4.09402002926219,12,-0.899999999999992,3.20562006482365,HIIT,decrease
Matsuo 2015,Diastolic Blood Pressure,Metabolic Syndrome,47.5,30 - 50 y,8,5 - 10 weeks,1,> 0.5,Cycling,88.5,88.5,80 - 90 mmHg,12,-2.0,5.67450438364444,12,1,6.6407830863536,HIIT,decrease
Matsuo 2015,Fasting Glucose,Metabolic Syndrome,47.5,30 - 50 y,8,5 - 10 weeks,1,> 0.5,Cycling,5.85525000585525,5.85525000585525,> 5.6 mmol/L,12,-3.0,12.6491106406735,12,-8,20.8086520466848,HIIT,decrease
Matsuo 2015,Fasting Insulin,Metabolic Syndrome,47.5,30 - 50 y,8,5 - 10 weeks,1,> 0.5,Cycling,95.1465,95.1465,> 40 pmol/L,12,-2.6,8.3018070322069,12,-2.5,4.74341649025257,HIIT,decrease
Matsuo 2015,HbA1c,Metabolic Syndrome,47.5,30 - 50 y,8,5 - 10 weeks,1,> 0.5,Cycling,39.8,39.8,< 40 mmol/mol,12,-1.0,5.5852484277783,12,-2,5.3619026473818,HIIT,decrease
Matsuo 2015,HDL,Metabolic Syndrome,47.5,30 - 50 y,8,5 - 10 weeks,1,> 0.5,Cycling,1.19170984455959,1.19170984455959,< 1.3 mmol/L,12,3.0,3.68781778291716,12,3,5.01996015920445,HIIT,increase
Matsuo 2015,HOMA-IR,Metabolic Syndrome,47.5,30 - 50 y,8,5 - 10 weeks,1,> 0.5,Cycling,3.9,3.9,> 3,12,-1.0,3.22614320822867,12,-1.2,2.69221098727421,HIIT,decrease
